PROYECTO,Tipo ,N° Departamento,N° Departamento.1,Estado MS,Broker ,Fecha Reserva,Tiempo transcurrido ,Fecha Promesa ,Arriendo,Fecha Inicio C. Arriendo,Fecha Fin C. Arriendo,Valor Arriendo,Estado Arriendo,Orientación,Tipología,M2 Terraza,M2 Dpto,Total M2,Precio,Precio Pie Regalo,Precio de Pie Regalo + 24 Cuotas,Precio de Pie Regalo + 36 Cuotas,Precio de Pie Regalo + 48 Cuotas,Precio de Pie Regalo + 60 Cuotas,Unidad_Unificada,Precio_UF_Unificado,Estado_Unificado,Tipologia_Unificada,M2_Total_Unificado,Proyecto_Unificado,Archivo_Origen,Unnamed: 0,Depto,Tipo,Caract.,Orientacion,"M2
 Útil.","M2
 Terraza",M2 total,Precio Con Bono Pie 15%,Estado,Condicion,Unnamed: 11,Unnamed: 12,Número del producto,Tipo Unidad,Programa,Grupo,Piso Producto,Proyecto,Superficie Vendible,Superficie Comercial,Superficie Interior,Superficie de Terraza,Precio LISTA,OBSERVACIONES
ARMONÍA,DEPARTAMENTO,602.0,602.0,PROMESADO,S ventas,2025-06-01,,2025-07-01 00:00:00,,,,,,ORIENTE,1D+1B,8.08,32.0,40.08,2275.38,2528.2,2560.202532,2566.700508,2579.795918,2586.393862,602,2275.38,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,603.0,603.0,PROMESADO,CI,2025-10-20,,2025-11-11 00:00:00,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,2417.62,2686.244444,2720.247539,2727.15172,2741.06576,2748.076158,603,2417.62,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,604.0,604.0,PROMESADO,CI,2025-09-11,,2025-09-22 00:00:00,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,3245.69,3606.322222,3651.971871,3661.240835,3679.920635,3689.332197,604,3245.69,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,605.0,605.0,PROMESADO,,,,,,,,,,SURORIENTE,2D+2B,8.15,49.54,57.69,2930.22,3255.8,3297.012658,3305.380711,3322.244898,3330.741688,605,2930.22,PROMESADO,2D+2B,57.69,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,606.0,606.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,8.01,49.48,57.49,2908.68,3231.866667,3272.776371,3281.08291,3297.823129,3306.25746,606,2908.68,PROMESADO,2D+2B,57.49,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,607.0,607.0,PROMESADO,Inv fas,2025-10-03,,2025-10-17 00:00:00,Arrendado,2024-10-05,2025-10-04,270000.0,Por Vencer,PONIENTE,1D+1B,8.08,32.0,40.08,3036.94,3374.377778,3417.091421,3425.764241,3443.24263,3452.048878,607,3036.94,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,608.0,608.0,PROMESADO,CI,2025-06-11,,2025-07-09 00:00:00,,,,,,ORIENTE,1D+1B,8.08,32.36,40.44,2696.26,2995.844444,3033.766526,3041.466441,3056.984127,3064.802501,608,2696.26,PROMESADO,1D+1B,40.44,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,609.0,609.0,PROMESADO,RE,2025-10-10,,2025-11-06 00:00:00,Arrendado,2024-10-08,2025-10-07,285000.0,Por Vencer,PONIENTE,1D+1B,4.2,32.0,36.2,2186.09,2428.988889,2459.735584,2465.978567,2478.560091,2484.899119,609,2186.09,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,610.0,610.0,PROMESADO,,,,,,,,,,SUR,1D+1B,4.34,32.0,36.34,2159.16,2399.066667,2429.434599,2435.600677,2448.027211,2454.28815,610,2159.16,PROMESADO,1D+1B,36.34,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,611.0,611.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,7.84,56.26,64.1,3639.8,4044.222222,4095.414909,4105.809363,4126.75737,4137.311736,611,3639.8,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,612.0,612.0,PROMESADO,,,,,,,,,,NORPONIENTE,2D+2B,7.84,56.26,64.1,3400.6,3778.444444,3826.272855,3835.984208,3855.555556,3865.416311,612,3400.6,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,613.0,613.0,PROMESADO,AM,2025-09-26,,2025-10-17 00:00:00,,,,,,NORTE,1.5D+1B,6.68,40.43,47.11,3317.66,3686.288889,3732.950774,3742.425268,3761.519274,3771.139528,613,3317.66,PROMESADO,1.5D+1B,47.11,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,614.0,614.0,PROMESADO,,,,,,,,,,NORORIENTE,3D+2B,7.45,65.02,72.47,3712.71,4125.233333,4177.451477,4188.054146,4209.421769,4220.187553,614,3712.71,PROMESADO,3D+2B,72.47,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,701.0,701.0,PROMESADO,,,,,,,,,,ORIENTE,1D+1B,8.08,32.36,40.44,2326.08,2584.533333,2617.248945,2623.891709,2637.278912,2644.02387,701,2326.08,PROMESADO,1D+1B,40.44,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,702.0,702.0,PROMESADO,,,,,,,,,,ORIENTE,1D+1B,8.08,32.0,40.08,2068.71,2298.566667,2327.662447,2333.57022,2345.47619,2351.474851,702,2068.71,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,703.0,703.0,PROMESADO,R,2025-06-09,,2025-07-09 00:00:00,,,,,,ORIENTE,1D+1B,8.08,32.0,40.08,3209.13,3565.7,3610.835443,3620.0,3638.469388,3647.774936,703,3209.13,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,704.0,704.0,PROMESADO,Eripro,2025-09-26,,2025-10-09 00:00:00,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,3254.39,3615.988889,3661.7609,3671.05471,3689.78458,3699.22137,704,3254.39,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,705.0,705.0,PROMESADO,,,,,,,,,,SURORIENTE,2D+2B,8.15,49.54,57.69,3237.77,3597.522222,3643.060478,3652.306825,3670.941043,3680.329639,705,3237.77,PROMESADO,2D+2B,57.69,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,706.0,706.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,8.01,49.48,57.49,3074.63,3416.255556,3459.499297,3468.279752,3485.975057,3494.890594,706,3074.63,PROMESADO,2D+2B,57.49,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,707.0,707.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,8.08,32.0,40.08,2283.01,2536.677778,2568.787623,2575.307389,2588.446712,2595.06678,707,2283.01,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,708.0,708.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2156.58,2396.2,2426.531646,2432.690355,2445.102041,2451.355499,708,2156.58,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,709.0,709.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2411.19,2679.1,2713.012658,2719.898477,2733.77551,2740.767263,709,2411.19,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,710.0,710.0,PROMESADO,CI,2025-07-01,,2025-07-07 00:00:00,,,,,,SUR,1D+1B,4.34,32.0,36.34,2496.31,2773.677778,2808.787623,2815.916526,2830.283447,2837.522023,710,2496.31,PROMESADO,1D+1B,36.34,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,711.0,711.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,7.84,56.26,64.1,3010.76,3345.288889,3387.634318,3396.232375,3413.560091,3422.290423,711,3010.76,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,712.0,712.0,PROMESADO,,,,,,,,,,NORPONIENTE,2D+2B,7.84,56.26,64.1,3378.1,3753.444444,3800.956399,3810.603497,3830.045351,3839.840864,712,3378.1,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,713.0,713.0,DISPONIBLE,,,,,Arrendado,,,,,NORTE,1.5D+1B,6.68,40.43,47.11,2439.16,2710.177778,2744.483826,2751.449521,2765.487528,2772.560386,713,2439.16,DISPONIBLE,1.5D+1B,47.11,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,714.0,714.0,PROMESADO,,,,,,,,,,NORORIENTE,3D+2B,7.45,65.02,72.47,3559.12,3954.577778,4004.635724,4014.799774,4035.283447,4045.603865,714,3559.12,PROMESADO,3D+2B,72.47,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,801.0,801.0,PROMESADO,CI,,,2025-06-17 00:00:00,,,,,,SUR,1D+1B,4.34,32.0,36.34,3098.8,3443.111111,3486.694796,3495.544275,3513.378685,3522.364308,801,3098.8,PROMESADO,1D+1B,36.34,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,802.0,802.0,PROMESADO,AM,,,2025-07-02 00:00:00,,,,,,PONIENTE,1D+1B,8.08,32.0,40.08,2876.29,3195.877778,3236.331927,3244.545967,3261.099773,3269.440182,802,2876.29,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,803.0,803.0,PROMESADO,CI,2025-09-08,,,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,3261.63,3624.033333,3669.907173,3679.221658,3697.993197,3707.45098,803,3261.63,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,804.0,804.0,PROMESADO,Eripro,2025-09-26,,2025-10-09 00:00:00,Arrendado,2024-12-02,2025-12-01,360000.0,Vigente,ORIENTE,1.5D+1B,6.54,40.43,46.97,3268.89,3632.1,3678.075949,3687.411168,3706.22449,3715.703325,804,3268.89,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,805.0,805.0,PROMESADO,,,,,,,,,,SURORIENTE,2D+2B,8.15,49.54,57.69,2853.76,3170.844444,3210.981716,3219.131416,3235.555556,3243.830634,805,2853.76,PROMESADO,2D+2B,57.69,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,806.0,806.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,8.01,49.48,57.49,2928.44,3253.822222,3295.009845,3303.372814,3320.226757,3328.718386,806,2928.44,PROMESADO,2D+2B,57.49,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,807.0,807.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,8.08,32.0,40.08,2343.8,2604.222222,2637.18706,2643.880429,2657.369615,2664.165956,807,2343.8,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,808.0,808.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2167.83,2408.7,2439.189873,2445.380711,2457.857143,2464.143223,808,2167.83,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,809.0,809.0,RESERVADO,RE,2026-01-07,7.0,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2207.62,2452.911111,2483.960619,2490.265087,2502.970522,2509.371981,809,2207.62,RESERVADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,810.0,810.0,PROMESADO,CI,2025-08-01,,2025-07-01 00:00:00,,,,,,SURPONIENTE,2D+2B,8.01,49.48,57.49,2692.56,2991.733333,3029.603376,3037.292724,3052.789116,3060.59676,810,2692.56,PROMESADO,2D+2B,57.49,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,811.0,811.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,7.84,56.26,64.1,3348.52,3720.577778,3767.673699,3777.236323,3796.507937,3806.217675,811,3348.52,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,812.0,812.0,PROMESADO,,,,,,,,,,NORPONIENTE,2D+2B,7.84,56.26,64.1,3195.4,3550.444444,3595.386779,3604.512126,3622.902494,3632.16823,812,3195.4,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,813.0,813.0,PROMESADO,AM,2025-11-13,,,Arrendado,2024-10-02,2025-10-01,320000.0,Por Vencer,NORTE,1.5D+1B,6.68,40.43,47.11,2439.16,2710.177778,2744.483826,2751.449521,2765.487528,2772.560386,813,2439.16,PROMESADO,1.5D+1B,47.11,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,814.0,814.0,PROMESADO,,,,,,,,,,NORORIENTE,3D+2B,7.45,65.02,72.47,3575.27,3972.522222,4022.807314,4033.017484,4053.594104,4063.961353,814,3575.27,PROMESADO,3D+2B,72.47,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,901.0,901.0,PROMESADO,,,,,,,,,,ORIENTE,1D+1B,8.08,32.36,40.44,2208.7,2454.111111,2485.175809,2491.483362,2504.195011,2510.599602,901,2208.7,PROMESADO,1D+1B,40.44,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,902.0,902.0,PROMESADO,BI,2025-10-02,,2025-10-23 00:00:00,,,,,,ORIENTE,1D+1B,8.08,32.0,40.08,2347.62,2608.466667,2641.485232,2648.189509,2661.70068,2668.508099,902,2347.62,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,903.0,903.0,RESERVADO,invierteconcarla,2026-01-10,4.0,,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,2449.92,2722.133333,2756.590717,2763.58714,2777.687075,2784.791134,903,2449.92,RESERVADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,904.0,904.0,PROMESADO,C.I,2025-08-11,,2025-09-11 00:00:00,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,3482.12,3869.022222,3917.997187,3927.941342,3947.981859,3958.079,904,3482.12,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,905.0,905.0,PROMESADO,,,,,,,,,,SURORIENTE,2D+2B,8.15,49.54,57.69,2692.22,2991.355556,3029.220816,3036.909193,3052.403628,3060.210287,905,2692.22,PROMESADO,2D+2B,57.69,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,906.0,906.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,8.01,49.48,57.49,2881.66,3201.844444,3242.374121,3250.603497,3267.188209,3275.544189,906,2881.66,PROMESADO,2D+2B,57.49,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,907.0,907.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,8.08,32.0,40.08,1928.71,2143.011111,2170.137834,2175.645798,2186.746032,2192.338733,907,1928.71,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,908.0,908.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2224.34,2471.488889,2502.773558,2509.125776,2521.927438,2528.37738,908,2224.34,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,909.0,909.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2218.39,2464.877778,2496.078762,2502.413988,2515.181406,2521.614095,909,2218.39,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,910.0,910.0,PROMESADO,CI,2025-11-07,,2025-11-19 00:00:00,,,,,,SUR,1D+1B,4.34,32.0,36.34,2191.47,2434.966667,2465.78903,2472.047377,2484.659864,2491.014493,910,2191.47,PROMESADO,1D+1B,36.34,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,911.0,911.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,7.84,56.26,64.1,2907.6,3230.666667,3271.561181,3279.864636,3296.598639,3305.029838,911,2907.6,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,912.0,912.0,PROMESADO,,,,,,,,,,NORPONIENTE,2D+2B,7.84,56.26,64.1,3469.48,3854.977778,3903.774965,3913.683023,3933.650794,3943.711282,912,3469.48,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,913.0,913.0,PROMESADO,,,,,,,,,,NORTE,1.5D+1B,6.68,40.43,47.11,2603.65,2892.944444,2929.563994,2936.999436,2951.984127,2959.533959,913,2603.65,PROMESADO,1.5D+1B,47.11,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,914.0,914.0,PROMESADO,CI,2025-10-20,,por enviar,,,,,,NORORIENTE,3D+2B,7.45,65.02,72.47,3591.43,3990.477778,4040.990155,4051.246475,4071.9161,4082.330207,914,3591.43,PROMESADO,3D+2B,72.47,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1001.0,1001.0,DISPONIBLE,,,,,Arrendado,2025-03-01,2026-02-28,300000.0,Vigente,ORIENTE,1D+1B,8.08,32.36,40.44,2358.39,2620.433333,2653.603376,2660.338409,2673.911565,2680.750213,1001,2358.39,DISPONIBLE,1D+1B,40.44,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1002.0,1002.0,PROMESADO,,,,,,,,,,ORIENTE,1D+1B,8.08,32.0,40.08,2431.49,2701.655556,2735.853727,2742.797518,2756.791383,2763.842001,1002,2431.49,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1003.0,1003.0,RESERVADO,SV,2025-10-21,85.0,,Arrendado,2024-10-18,2025-10-17,330000.0,Por Vencer,ORIENTE,1.5D+1B,6.54,40.43,46.97,2460.69,2734.1,2768.708861,2775.736041,2789.897959,2797.033248,1003,2460.69,RESERVADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1004.0,1004.0,PROMESADO,AM,2025-09-26,,2025-10-17 00:00:00,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,3269.61,3632.9,3678.886076,3688.22335,3707.040816,3716.521739,1004,3269.61,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1005.0,1005.0,PROMESADO,Re,2025-05-02,,2025-06-02 00:00:00,,,,,,SURORIENTE,2D+2B,8.15,49.54,57.69,3651.56,4057.288889,4108.646976,4119.075014,4140.090703,4150.67917,1005,3651.56,PROMESADO,2D+2B,57.69,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1006.0,1006.0,PROMESADO,CI,2025-07-26,,2025-08-14 00:00:00,,,,,,SURPONIENTE,2D+2B,8.01,49.48,57.49,3831.01,4256.677778,4310.559775,4321.500282,4343.548753,4354.657573,1006,3831.01,PROMESADO,2D+2B,57.49,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1007.0,1007.0,PROMESADO,CI,,,2025-07-14 00:00:00,,,,,,NORORIENTE,3D+2B,7.45,65.02,72.47,3022.33,3358.144444,3400.652602,3409.2837,3426.678005,3435.441887,1007,3022.33,PROMESADO,3D+2B,72.47,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1008.0,1008.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2168.86,2409.844444,2440.348805,2446.542583,2459.024943,2465.31401,1008,2168.86,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1009.0,1009.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2229.16,2476.844444,2508.196906,2514.562888,2527.39229,2533.856209,1009,2229.16,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1010.0,1010.0,PROMESADO,INV+,2025-12-02,,,Arrendado,2024-10-06,2025-10-05,285000.0,Por Vencer,SUR,1D+1B,4.34,32.0,36.34,2202.24,2446.933333,2477.907173,2484.196277,2496.870748,2503.256607,1010,2202.24,PROMESADO,1D+1B,36.34,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1011.0,1011.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,7.84,56.26,64.1,3546.2,3940.222222,3990.098453,4000.225606,4020.634921,4030.917874,1011,3546.2,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1012.0,1012.0,PROMESADO,,,,,,,,,,NORPONIENTE,2D+2B,7.84,56.26,64.1,3224.9,3583.222222,3628.579466,3637.789058,3656.349206,3665.700483,1012,3224.9,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1013.0,1013.0,PROMESADO,,,,,,,,,,NORTE,1.5D+1B,6.68,40.43,47.11,2614.9,2905.444444,2942.222222,2949.689791,2964.739229,2972.321682,1013,2614.9,PROMESADO,1.5D+1B,47.11,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1014.0,1014.0,PROMESADO,,,,,,,,,,NORORIENTE,3D+2B,7.45,65.02,72.47,3904.04,4337.822222,4392.731364,4403.880429,4426.349206,4437.669793,1014,3904.04,PROMESADO,3D+2B,72.47,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1101.0,1101.0,PROMESADO,Inv +,2025-10-06,,2025-11-06 00:00:00,Arrendado,2024-10-03,2025-10-02,285000.0,Por Vencer,ORIENTE,1D+1B,8.08,32.36,40.44,2369.16,2632.4,2665.721519,2672.48731,2686.122449,2692.992327,1101,2369.16,PROMESADO,1D+1B,40.44,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1102.0,1102.0,PROMESADO,INOVO,2025-11-28,,,Arrendado,2024-09-12,2025-09-11,270000.0,Por Vencer,ORIENTE,1D+1B,8.08,32.0,40.08,2369.16,2632.4,2665.721519,2672.48731,2686.122449,2692.992327,1102,2369.16,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1103.0,1103.0,PROMESADO,CI,2025-09-08,,,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,3297.95,3664.388889,3710.773558,3720.191765,3739.172336,3748.735436,1103,3297.95,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1104.0,1104.0,PROMESADO,CI,2025-07-26,,2025-09-01 00:00:00,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,3499.36,3888.177778,3937.395218,3947.388607,3967.528345,3977.675476,1104,3499.36,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
